,1c,2c,3c,4c,5c,6c,7c,8c,9c
0,13.238263980978507,7.973747043252088,26.09850156811953,-4.692222092474028,181.0071174972812,63.404183820371045,-3.581669659521976,11.062247977580267,8.956351993208202
1,9.010495958658593,5.276527982680068,14.059213440936324,-1.6439072730395436,90.80976492731023,29.864018519014067,-2.0487957271996096,4.2980634477848225,2.917693710771365
2,7.094973649945558,4.078978358389654,9.030702996805651,-0.14756821002853945,52.31885354347382,15.75042740288075,-1.4954847685664534,1.645209068349691,0.7117286971004845
3,6.127930336676977,3.44849025270575,6.704518521741652,0.7420312697042712,32.87136242804902,8.72768534374423,-1.236500653157503,0.3923963940457247,-0.16740008173324014
4,5.643892808537328,3.066426904891271,5.578432722069936,1.3256513057461445,22.032247542414947,4.86286002686372,-1.0989402861449606,-0.263539990874129,-0.5461596349334553
5,5.384701152276492,2.8199004907776453,5.005543013046844,1.6933006787668292,15.737571010619254,2.6585040113485245,-1.0281454475761276,-0.6045017050338511,-0.7090193688654892
6,5.204967571810188,2.6624961983707918,4.679696590774151,1.9050547131531845,12.004465731703906,1.3957461080767242,-0.970526317310404,-0.7495553268060644,-0.7606143936851103
7,5.055019168983654,2.554079419333767,4.467169932664456,2.0320114595683503,9.733765859309932,0.6732942416197242,-0.8852673727387833,-0.7599460377500352,-0.7478091528408959
8,4.917540276925163,2.460511966533719,4.310405423316261,2.1262925864064677,8.273421497114377,0.2601689530066106,-0.7589643201920296,-0.6757866284445027,-0.6932248017383443
9,4.791466332641791,2.366400684614685,4.188712045445195,2.199930907881018,7.2519329784314195,0.022706796325316053,-0.6015300864075235,-0.5354523428285961,-0.6123542510803632
10,4.687500292303346,2.275268967211271,4.102660499007645,2.2307692875731964,6.47400878957111,-0.12087990628178918,-0.4416256073925411,-0.38353903590489874,-0.519634321658353
11,4.610461979134807,2.1839855645478474,4.064490537337946,2.209027433728262,5.8421833293318715,-0.22117537220777836,-0.31202130511219384,-0.24643042097866083,-0.4186643797975217
12,4.555281769913458,2.073898144630729,4.088336535410977,2.1537319118920752,5.300992798705152,-0.3081361781642536,-0.2405448071103346,-0.12486176149731672,-0.3027086216106157
13,4.518765308229511,1.928969652358347,4.183084439073732,2.0888001437914854,4.815374164754423,-0.4002664960089207,-0.24643883154703608,-0.013603940783419192,-0.16568747144614682
14,4.500288587263258,1.7562625582981648,4.3436310409971695,2.03069403424075,4.383593268719459,-0.5122011313294977,-0.3181075152417337,0.09050132913393491,-0.008069252470647329
15,4.493178384330799,1.590666789492006,4.543666246604117,1.9880926793923117,4.039289370777896,-0.6557272126459592,-0.4005599907790826,0.19195016129770884,0.16049073021636392
16,4.484238507838815,1.4638430069050048,4.749037132582632,1.9613539280627879,3.796751672995977,-0.830266379662957,-0.44455022252094223,0.29449397573405933,0.32483460287393734
17,4.460651443129231,1.381050155111471,4.937373462491379,1.9444179597538938,3.621694175356548,-1.0200145011730968,-0.4468954940021535,0.39830695218219125,0.4719826419016626
18,4.41535543129715,1.335064995836725,5.103530826215052,1.930327573288027,3.4682683015006135,-1.2077960088940332,-0.4293893661737933,0.503600771370174,0.5957150941188984
19,4.3479383779382195,1.3218530253214098,5.255772651919542,1.914236134385307,3.3073586021990393,-1.3858802768615348,-0.4133049604055932,0.6140183113210016,0.6964430122929188
20,4.262337847454864,1.342576848422154,5.407762938395929,1.892795397109458,3.1264911823744477,-1.5543353581557995,-0.41217116820443184,0.7360013829301232,0.777931183632754
21,4.166213624292893,1.3974265075350416,5.569061792987409,1.8636883188337576,2.923421339982288,-1.7143811343424449,-0.4306978358536188,0.8732954433772288,0.8442108313684079
22,4.072207231263655,1.4773980017339818,5.736826977295949,1.8271849325107599,2.7032006071681396,-1.861999025425842,-0.4644012676414898,1.0183726249827174,0.8981625137887738
23,3.9962253267448253,1.5641486545667929,5.897148075738151,1.7858967326796686,2.4755388924482116,-1.986912662470727,-0.5024669298210717,1.1516982155520923,0.9421474748655531
24,3.9508016652936537,1.6425488445144354,6.039369933748651,1.7401291066110982,2.249032606837696,-2.0802258428717635,-0.5343279048979093,1.255910832389766,0.9792492109930464
25,3.938122413113205,1.7088361636160152,6.164522623255562,1.6886606431239177,2.02733223721653,-2.140938583612781,-0.5545601923386432,1.326574507574419,1.0103265521500628
26,3.9475655980987816,1.763919747444379,6.277104216797496,1.6381984508505698,1.8112622789706267,-2.1738793146689206,-0.5631231662365405,1.3671282125900706,1.0277036387880223
27,3.961385990412737,1.8061335870279027,6.376896701848639,1.6037564914348106,1.602329974760231,-2.1861482951236915,-0.5627462242124345,1.3817834723423628,1.0176941204415562
28,3.9663344006118977,1.83236622700953,6.460789976252336,1.594605194975647,1.4043342092096833,-2.1860981124628633,-0.5563163358248431,1.3754216614320187,0.9739142907613095
29,3.9592861667800343,1.8413243118304197,6.526572362352594,1.6063997456324945,1.2236092878247176,-2.181613576197455,-0.5469329186493781,1.356165988944969,0.9034206948206552
30,3.9435073918116217,1.8339484889828725,6.5737538589689155,1.6272209142116798,1.0671838696204343,-2.1781007299916766,-0.5385921386544494,1.3346087376622282,0.8198072146264109
31,3.92294827259662,1.8121657706368477,6.603421598826522,1.6461679234293527,0.9394980051878258,-2.17850265166546,-0.5349323338680767,1.3197204971464949,0.734317289622335
32,3.8993899975549815,1.7779042493013,6.618021164601175,1.6570598315636802,0.840618902661711,-2.1844079535622023,-0.537711845269708,1.3158554149807227,0.6522042826809487
33,3.872377401202281,1.7327418816843863,6.6208311696506295,1.6578979506759124,0.7670322611628094,-2.196680443180319,-0.5467491849917163,1.323064539516589,0.5737798491692709
34,3.840239061835535,1.6776424679970376,6.61533500598219,1.6491668250838933,0.7135697931596299,-2.2155396328888686,-0.5607280988213662,1.3392864971292238,0.49702270478129335
35,3.8009909055824456,1.6125091144868544,6.6047516804244335,1.632750812030941,0.6749480541166083,-2.2405657159854138,-0.5778207812991535,1.3624219263431303,0.41965730930340517
36,3.75280924507118,1.5359491655964534,6.5917122996108395,1.6114654305713842,0.6464806196203969,-2.2707348058108283,-0.5959227975104298,1.3914020605318655,0.34022192146719277
37,3.694248259552673,1.4457725971493935,6.577965004825332,1.5885723273918848,0.6242084264632051,-2.3043231530639323,-0.6128081194813628,1.426149275202059,0.2583977537973546
