,1c,2c,3c,4c,5c,6c,7c,8c,9c
0,-4.501938497833259,-3.9589974943473516,-3.602072598041752,-2.1424953455779487,-3.0840031464838487,3.443586133538281,2.9470503431121133,-3.4087575339063663,-1.3127059822053195
1,-3.86288709192808,5.339996666456926,0.8159556448467816,0.05834977153333649,-2.67034767079527,-1.2860737380181217,3.934504132837876,4.231173639987531,0.4171775247918849
2,-0.49986286134324137,-3.5395613032673037,0.047415218627274505,-3.421898044252202,0.03769804144325865,1.0838627869823627,-0.6720054612161236,4.276346175657363,0.5462775171891098
3,8.991212305741607,0.39810687629069824,-2.071266314726339,0.7778871176009907,-3.7734166482771507,0.23127831994635265,-2.657090143183503,1.5416574783724688,-0.7080141902135965
4,-2.5379907293258333,-6.172808447949738,5.439253638491604,-2.261017583805995,-0.7548776039764831,-1.9269062567907491,-2.901594380512715,-2.6250525160129365,-0.6147696915473123
5,2.3852230678888158,-3.752238583252318,-0.6999580038403049,-1.593002338051228,-0.7376776409332271,3.2078815775853697,0.23796406457123206,1.649255521691609,-6.216638852422755
6,0.9371450322414313,-2.794269431989416,-0.07074550257662458,-0.9499733354228979,0.6351839073555543,-2.9866787885567407,-6.624940668076745,-2.8891097404205337,5.168720469884392
7,-2.3959651043274373,2.125244995057416,-3.218660836049521,-0.6759658661806202,0.46586757698780695,-0.44430137461114794,4.139895509414421,-2.8572379256361624,-3.7378930158871264
8,0.28708477321705517,5.13240820594319,-0.6507981417552865,-5.079223202969786,-3.43389118228889,-0.4354283555793996,-1.3474965130366987,-4.14080491051137,1.3216834479236863
9,2.010013088963365,-2.546805363855408,-6.1999223510008425,0.3713276612012381,-1.232584121281797,-2.556036995982097,-1.033109114725717,-3.7133358407468027,0.26174833777458395
10,4.525628377740689,0.9879936362624779,0.7920712021062747,-0.7836146728750194,3.3166387932980173,-3.432657501016092,8.219985244607768,-0.8432885869185899,-2.401396501953981
11,-3.9098110424118313,-3.1299820848255577,1.0887699279853946,-0.7819491862882186,-2.2598617900057216,-4.626446027898494,0.3150684090676968,3.7114292119105623,0.6877937916051564
12,-2.013679619792695,0.582916511768596,-5.904988709791924,-2.060706072477973,-2.7277095170911143,0.04960680290572236,0.5648124020417477,2.4332145392970426,3.6423700106800547
13,3.7244427733285073,0.7205846975946921,3.6405049068618838,-1.2142015093627567,-4.20374659973356,2.4046038953606934,4.660129383771655,1.421676868187616,-2.11078929693959
14,-1.625965694038126,4.661568637614996,6.726419740141582,-0.6322801294449791,-1.5109980208110105,0.5087437470290741,-0.5007077593078021,2.4569571644175476,-2.223900635662953
15,-2.9556568523967437,0.846646718995201,0.522402595749651,-2.4698087594397085,1.9516781416391586,-1.305541894108012,0.1444711311719312,1.3762019552904834,-2.3684819554778334
16,-3.026922972593892,0.579319557023301,-2.861387643914882,1.75031502116827,3.5948943731224383,1.6142834152554917,0.45514189777428626,-2.41070022960543,1.6708662304618949
